Player,Team,Draft Year,Yr1 Pos Rk,Yr1 Pos PPG Rk,Yr1 Pos Tm Rk,Yr1 G,Yr1 Opps,Yr1 YTMA/G,Yr1 PPR PPG,Yr1 Rec Dom,Yr1 PPR Pts,Yr1 Snap%,Yr1 Tgts,Yr1 Tgt%,Yr1 Rush Att,Yr1 Tm Rush Att%,Yr1 Tm Opp%,Yr1 EP,Yr1 Rush EP,Yr1 Rec EP,Yr1 Yds,Yr1 Tds,Yr1 Recs,Yr1 Rec Yds,Yr1 YAC,Draft Pick,Draft Year Age,BOA 15%,Total College Touches,Total College Yds,College Yd/G,Total College Dom,College YTMA Dom,Best College YTMA Conf Adj,Best College Adj YTMA,Avg College Adj YTMA,Best College Adj YTMA Over Conf,Avg College Adj YTMA Over Conf,Best College YTMPA,Avg College YTMPA,Best College YTMA,Ave College YTMA,Best College YTMA +/- Conf Avg,Avg College YTMA +/- Conf Avg,College Rush Dom,BMI,Fourty-Time,WaSS,Number of Top 5 Pos Finishes,Number of Top 12 Pos Finishes,Number of Top 24 Pos Finishes,Yr 2 PPG
Michael Robinson,SF,2006,81,110,4,14,51,0.21,2.66,0.016262976,37.3,,12,0.03,38,0.09,,56.9,36.1,20.8,116,2,9,47,,100,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.04
Ahmard Hall,TEN,2006,90,101,4,10,28,0.28,3.09,0.050791314,30.9,,21,0.05,7,0.02,,33.9,3,30.9,21,0,15,138,,329,26,,0,0,,,0,0,0,0,0,0,0,,0,,0,0,0,,,,0,0,0,2.633333333
Chris Taylor,HOU,2006,96,26,1,2,31,1.44,12.65,0.013196965,25.3,,3,0.01,28,0.07,,18.8,14.5,4.3,123,1,3,40,,329,27,,48,229,38.16666667,0.083363681,0.265661253,-0.325798726,0,0,0,0,0.265661253,0.265661253,0.531322506,0.531322506,-0.325798726,-0.325798726,0.166727361,,,,0,0,0,0
Jerome Harrison,CLE,2006,102,117,3,9,34,0.22,2.19,0.0144749,19.7,,14,0.03,20,0.05,,32.2,11.2,21,60,0,9,47,,145,23,21,506,3006,136.6363636,0.482522702,2.804260985,1.697110923,3.078561917,2.11992612,2.033053659,1.074417861,2.804260985,1.982775654,2.804260985,1.982775654,1.697110923,0.875625591,0.911274911,29.68224188,4.47,100.6922303,0,0,1,4.525
Jamaal Branch,NO,2006,111,14,2,1,16,0.65,15.30,0.021544891,15.3,,6,0.01,10,0.02,,15.1,5.5,9.6,29,0,5,14,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Brandon Miree,GB,2006,116,123,4,7,13,0.12,2.10,0.014441348,14.7,,13,0.02,0,0,,17.6,0,17.6,0,0,9,57,,247,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Lawrence Vickers,CLE,2006,118,128,4,7,10,0.16,1.74,0.018478596,12.2,,7,0.01,3,0.01,,11.2,1.2,10,2,0,6,60,,180,23,22,240,1200,32.43243243,0.242791087,0.558846951,0.204137267,1.070467142,0.732839713,0.066192596,0.066192596,0.643705463,0.350286406,0.697347585,0.416351476,0.204137267,-0.076858843,0.392672414,32.32356012,4.82,90.78371006,0,0,0,2.4
Brian Calhoun,DET,2006,136,140,6,4,9,0.15,1.35,0.004752852,5.4,,2,0,7,0.02,,6.8,3.5,3.3,14,0,2,20,,74,22,19,704,3597,97.21621622,0.470012406,2.590375587,1.733254355,3.26056338,1.731845073,2.180788775,1.323548559,2.590375587,1.387780086,2.590375587,1.406298604,1.733254355,0.399348565,0.798409944,,,,0,0,0,4
Eric Shelton,CAR,2006,140,148,5,4,9,0.12,0.98,0.00172117,3.9,,1,0,8,0.02,,7.4,5.6,1.8,23,0,1,6,,54,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Oliver Hoyte,DAL,2006,141,133,4,2,2,0.08,1.50,0.002458815,3,,2,0,0,0,,2.6,0,2.6,0,0,2,10,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.4
Kay-Jay Harris,LAR,2006,143,136,4,2,4,0.15,1.45,0.002310536,2.9,,1,0,3,0.01,,3.1,1.6,1.5,9,0,1,10,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Keylon Kincade,DAL,2006,155,151,5,1,4,0.15,0.90,0,0.9,,0,0,4,0.01,,1.9,1.9,0,9,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Derrick Ross,KC,2006,157,156,6,1,3,0.13,0.80,0,0.8,,0,0,3,0.01,,1.5,1.5,0,8,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Marquis Weeks,SEA,2006,157,156,5,1,3,0.13,0.80,0,0.8,,0,0,3,0.01,,1.3,1.3,0,8,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
A.J. Schable,ARI,2006,159,160,5,1,1,0.08,0.50,0,0.5,,0,0,1,0,,0.4,0.4,0,5,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Marlion Jackson,ATL,2006,163,163,5,1,1,0.03,0.20,0,0.2,,0,0,1,0,,0.5,0.5,0,2,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Quincy Wilson,CIN,2006,163,163,5,1,2,0.03,0.20,0,0.2,,0,0,2,0,,1.3,1.3,0,2,0,0,0,,219,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Stacy Tutt,NYJ,2006,166,167,7,2,2,0.00,0.00,0,0,,2,0,0,0,,2.7,0,2.7,0,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Cory Ross,BAL,2006,166,167,6,1,1,0.00,0.00,0,0,,1,0,0,0,,1.6,0,1.6,0,0,0,0,,329,23,21,661,3397,82.85365854,0.49344439,1.927971014,1.19146889,2.71,1.494330116,1.705725455,1.385508063,2.273333333,1.177146057,2.273333333,1.269014381,1.19146889,0.187149938,0.843276222,32.44195445,4.58,91.36169348,0,0,0,13.2
Cadillac Williams,TB,2005,21,22,1,14,315,1.52,12.99,0.025543992,181.9,,25,0.05,290,0.63,,186.9,150.6,36.3,1178,6,20,81,,5,,,,,,,,,,,,,,,,,,,,,,,0,0,1,9.671428571
Ronnie Brown,MIA,2005,23,29,1,15,254,1.22,11.73,0.090149534,175.9,,47,0.09,207,0.47,,178.4,114.4,64,907,4,32,232,,2,23,20,565,3365,74.77777778,0.220793814,1.477108434,0.610992774,2.00873494,1.352547117,0.99299229,0.859973359,1.477108434,1.024919037,1.600200803,1.127982441,0.610992774,0.138774411,0.374978273,30.74036534,4.43,120.9959996,0,0,4,14.72307692
Samkon Gado,GB,2005,37,16,1,8,156,1.28,14.74,0.044738529,117.9,,12,0.02,143,0.36,,99.1,79.2,19.9,582,6,10,77,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.833333333
Marion Barber,DAL,2005,39,38,2,12,163,0.85,9.44,0.031593407,113.3,,25,0.05,138,0.27,,123.7,89.3,34.4,538,5,18,115,,109,,,,,,,,,,,,,,,,,,,,,,,0,2,4,12.75
Frank Gore,SF,2005,42,50,3,14,149,1.03,7.64,0.059817352,106.9,,22,0.06,127,0.3,,95.5,63.6,31.9,608,3,15,131,,65,22,20,370,2186,80.96296296,0.44602906,1.599695586,0.593102629,1.761035008,1.331100594,0.785459132,0.785459132,1.599695586,1.046262272,1.87160804,1.457489936,0.593102629,0.210992426,0.873210325,32.0450074,4.58,98.6342661,2,5,12,20.8125
J.J. Arrington,ARI,2005,54,73,2,15,146,0.53,5.95,0.030251745,89.3,,34,0.05,112,0.31,,108,60.9,47.1,370,2,26,143,,44,22,20,438,2924,116.96,0.310158721,2.68718593,1.953306636,2.83919598,1.956943546,1.815641094,0.93338866,2.68718593,1.750328716,2.68718593,1.781616082,1.953306636,1.047736788,0.598924231,31.60198886,4.4,114.1913121,0,0,0,1.308333333
Alvin Pearman,JAC,2005,57,78,4,15,75,0.42,5.13,0.071577692,76.9,,36,0.07,39,0.08,,69.6,21.7,47.9,149,1,32,240,,127,23,19,638,3790,82.39130435,0.240623121,1.750608273,0.744015316,2.239659367,1.627274743,1.264083492,0.651698867,1.750608273,1.109870358,1.750608273,1.191141586,0.744015316,0.184548629,0.334876735,30.71595179,4.63,90.52517365,0,0,0,3.016666667
Cedric Houston,NYJ,2005,69,69,2,9,91,0.77,6.31,0.022080964,56.8,,10,0.02,81,0.21,,64.9,51.4,13.5,302,2,8,66,,182,23,20,513,2842,78.94444444,0.266080822,1.455773956,0.467880852,1.676904177,1.447940532,0.650516843,0.421553197,1.455773956,1.213471903,1.455773956,1.304101633,0.467880852,0.31620853,0.529958365,31.38084577,4.61,99.63428584,0,0,0,9.8375
Brandon Jacobs,NYG,2005,74,91,2,13,38,0.12,3.99,0,51.9,,0,0,38,0.08,,54.4,54.4,0,99,7,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,0,0,2,8.146666667
Ryan Moats,PHI,2005,77,47,2,6,61,0.77,8.40,0.001793492,50.4,,6,0.01,55,0.15,,36,27.5,8.5,277,3,4,7,,77,22,20,541,3479,105.4242424,0.401550265,2.467362924,1.547469615,2.618798956,1.615712884,1.632468458,1.406001673,2.467362924,1.459467117,2.467362924,1.464673309,1.547469615,0.54478,0.738025459,31.93010106,4.46,106.1475209,0,0,0,1.38
Vernand Morency,HOU,2005,78,49,2,6,61,0.82,8.18,0.032694476,49.1,,15,0.03,46,0.11,,45.9,24.6,21.3,184,2,10,87,,73,25,23,135,918,76.5,0.163866778,1.181467181,0.306017051,1.27992278,1.27992278,0.231767252,0.231767252,1.181467181,1.181467181,1.27992278,1.27992278,0.306017051,0.306017051,0.327733557,30.41855676,4.66,89.91293819,0,0,0,6.446153846
Jarrett Payton,TEN,2005,89,98,4,9,43,0.24,3.50,0.008060183,31.5,,10,0.02,33,0.08,,32.4,19.3,13.1,105,2,6,30,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Ciatrick Fason,MIN,2005,91,101,4,9,32,0.12,3.36,0,30.2,,0,0,32,0.08,,42.1,42.1,0,62,4,0,0,,112,22,20,352,2258,77.86206897,0.332069074,1.887931034,0.900037931,2.215517241,1.716212518,1.189129907,0.689825184,1.887931034,1.374488083,1.887931034,1.452764913,0.900037931,-0.019383162,0.588770053,27.31010998,4.58,94.08890821,0,0,0,5.2
Cedric Benson,CHI,2005,94,104,4,9,68,0.54,3.17,0.001338688,28.5,,1,0,67,0.14,,33.8,32.4,1.4,272,0,1,3,,4,22,18,1181,6161,128.3541667,0.359437914,2.335266821,1.361361092,2.542923434,2.067548809,1.494767906,1.019393281,2.335266821,1.808964718,2.335266821,1.877490382,1.361361092,0.903584653,0.666324646,31.85339435,4.62,97.45745541,0,0,2,7.606666667
Noah Herron,GB,2005,100,72,4,4,48,0.48,6.08,0,24.3,,0,0,48,0.12,,29.5,29.5,0,123,2,0,0,,244,23,21,532,3287,78.26190476,0.378576855,1.920177384,0.932182717,2.309312639,1.482125762,1.23412047,0.731045394,1.920177384,0.910246905,1.920177384,0.922760274,0.932182717,-0.065234393,0.653864852,31.24137535,4.6,100.056818,0,0,0,5.935714286
Tyson Thompson,DAL,2005,105,113,3,8,50,0.39,2.85,0.004395604,22.8,,4,0.01,46,0.09,,27.8,22.5,5.3,182,0,3,16,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Madison Hedgecock,LAR,2005,112,124,5,7,12,0.16,2.27,0.015858423,15.9,,11,0.02,1,0,,16.4,0.6,15.8,0,0,9,69,,251,24,,33,129,9.923076923,0.040224323,0.155467721,0,0.233201581,0.233201581,-0.742374295,0,0.155467721,0.084794194,0.233201581,0.133545592,0,-0.199311979,0.080448646,33.24741877,4.87,94.57923293,0,0,0,1.01
Derrick Wimbush,JAC,2005,116,130,5,7,13,0.09,2.11,0.00775425,14.8,,10,0.02,3,0.01,,14.9,2.3,12.6,12,1,5,26,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.32
Justin Green,BAL,2005,122,117,4,5,13,0.11,2.52,0.009512485,12.6,,8,0.01,5,0.01,,14,3.6,10.4,4,0,7,32,,158,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.425
Leonard Weaver,SEA,2005,124,134,4,5,20,0.30,2.04,0.003307607,10.2,,3,0.01,17,0.03,,12.1,7.7,4.4,80,0,1,12,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Ran Carthon,IND,2005,128,103,3,3,14,0.15,3.27,0.002396358,9.8,,1,0,13,0.03,,10.4,9.1,1.3,18,1,1,10,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6.4
Darren Sproles,LAC,2005,129,146,4,7,12,0.14,1.29,0.002675227,9,,4,0.01,8,0.02,,8.7,4,4.7,50,0,3,10,,130,22,19,853,5378,137.8974359,0.30439886,2.123486012,0.772768704,2.53214639,2.35478288,1.516009251,1.338645742,2.248269041,2.119211097,2.248269041,2.119211097,0.772768704,0.643710761,0.55293387,30.18231583,4.47,93.67884115,1,1,4,0
Damien Nash,TEN,2005,135,52,2,1,9,0.75,7.60,0.003761419,7.6,,3,0.01,6,0.02,,8.3,3.8,4.5,32,0,3,14,,142,23,22,289,1535,66.73913043,0.276628177,1.18627451,-0.16385818,1.542156863,1.138693311,0.526019725,0.526019725,1.18627451,0.90331231,1.311642157,0.965996133,-0.16385818,-0.509504203,0.486932803,,,,0,0,0,4.9
Bruce Perry,PHI,2005,137,94,4,2,18,0.60,3.70,0,7.4,,2,0,16,0.04,,10.7,8,2.7,74,0,0,0,,242,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Ronnie Cruz,KC,2005,154,118,5,1,1,0.23,2.50,0.003736921,2.5,,1,0,0,0,,1.3,0,1.3,0,0,1,15,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.966666667
Nehemiah Broughton,WAS,2005,160,161,5,1,1,0.05,0.30,0,0.3,,0,0,1,0,,0.5,0.5,0,3,0,0,0,,222,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Corey McIntyre,CLE,2005,163,164,6,1,1,0.00,0.00,0,0,,1,0,0,0,,1.9,0,1.9,0,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Willis McGahee,BUF,2004,14,18,1,15,320,1.47,15.31,0.056183511,229.7,,36,0.08,284,0.59,,238.8,190.8,48,1128,13,22,169,,23,,,,,,,,,,,,,,,,,,,,,,,0,1,4,12.53125
Kevin Jones,DET,2004,21,31,1,15,282,1.54,13.02,0.084399042,195.3,,41,0.08,241,0.59,,192.5,131.2,61.3,1133,5,28,180,,30,22,19,630,3636,98.27027027,0.335144685,2.26,1.217410154,2.46125,1.583569679,1.288649525,0.686802448,2.26,1.491917222,2.26,1.516486346,1.217410154,0.4738965,0.637711466,29.94876794,4.38,123.3557536,0,0,2,9.792307692
Julius Jones,DAL,2004,31,10,1,8,223,1.92,18.98,0.031241043,151.8,,26,0.05,197,0.44,,156.3,121,35.3,819,7,17,109,,43,23,20,559,2643,80.09090909,0.362829478,1.472706156,0.751101438,1.472706156,1.217091052,0.504484571,0.248869467,1.472706156,1.186800595,1.472706156,1.217091052,0.751101438,0.495486334,0.725658956,31.13597556,4.47,108.7075322,0,0,1,14.30769231
Steven Jackson,LAR,2004,33,42,2,14,158,1.03,9.37,0.040953413,131.2,,24,0.04,134,0.35,,113.7,80.3,33.4,673,4,19,189,,24,21,18,804,4260,121.7142857,0.455211114,1.95866679,0.898072791,2.371183206,1.719957108,1.34762832,1.248058222,1.994623656,1.473953798,1.994623656,1.511326228,0.898072791,0.414775364,0.815546943,31.79582852,4.55,112.4608733,1,5,8,15.97333333
Mewelde Moore,MIN,2004,44,33,2,7,98,1.51,12.67,0.050063105,88.7,,32,0.06,65,0.17,,77.8,32.4,43.9,379,0,27,238,,119,22,18,1099,6423,145.9772727,0.422237709,2.014088441,1.543606839,3.237306843,2.638499074,2.25534895,1.656541181,2.402869757,1.830342321,2.402869757,2.005252305,1.543606839,1.145989386,0.663240272,29.14931896,4.65,89.40554815,0,0,0,11.07857143
Maurice Hicks,SF,2004,56,40,2,8,121,1.06,9.95,0.044611819,79.6,,25,0.04,96,0.23,,95.4,57.5,37.9,362,2,16,154,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9.357142857
Tatum Bell,DEN,2004,63,53,3,9,82,0.80,7.84,0.01961746,70.6,,7,0.01,75,0.14,,52.5,41.8,10.7,396,3,5,80,,41,23,20,652,3507,87.675,0.333924335,1.655083655,1.092097337,1.956007956,1.407685232,0.907852428,0.677580105,1.655083655,1.167487362,1.956007956,1.371392715,1.092097337,0.507482096,0.667848671,29.56773024,4.37,116.2626208,0,0,1,12.03571429
Troy Fleming,TEN,2004,76,94,3,12,35,0.27,4.28,0.078735486,51.4,,28,0.05,7,0.02,,43.8,3.7,40.1,40,0,19,164,,191,23,,141,724,18.1,0.049964396,0.442028986,-0.182135673,0.82173913,0.497581641,-0.204648204,0,0.442028986,0.237932105,0.442028986,0.265105464,-0.182135673,-0.359059194,0.044542019,30.34456664,4.62,100.9694358,0,0,0,2.29
Greg Jones,JAC,2004,83,124,4,15,72,0.19,2.57,0.003921569,38.5,,10,0.02,62,0.14,,59.9,45.4,14.5,162,3,3,13,,55,23,20,480,2535,63.375,0.192409457,0.852216254,0.713706577,1.508904975,0.927652801,0.533329099,0.283119893,1.008486563,0.741129797,1.508904975,0.927652801,0.713706577,0.132454403,0.391068914,32.85129171,4.55,116.1940143,0,0,0,7
Kyle Johnson,DEN,2004,90,75,4,6,13,0.32,5.60,0.067934536,33.6,,13,0.03,0,0,,20.8,0,20.8,0,0,9,126,,145,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.66
Shaud Williams,BUF,2004,91,51,2,4,46,0.73,8.05,0.006316489,32.2,,3,0.01,43,0.09,,29,24.4,4.6,153,2,3,19,,329,23,22,558,3199,84.18421053,0.401562809,1.752293578,0.706150041,1.936926606,1.448581565,0.921183955,0.703538537,1.752293578,1.194029356,1.752293578,1.194029356,0.706150041,0.208630125,0.741162296,30.22779912,4.73,77.11568874,0,0,0,2.98
Willie Parker,PIT,2004,107,99,4,6,39,0.55,3.87,0.005387205,23.2,,7,0.02,32,0.05,,27.7,18.2,9.5,186,0,3,16,,329,23,,307,1382,37.35135135,0.076793841,0.412273951,0.030159675,1.015136719,0.64679088,0.039560843,0.039560843,0.600260417,0.437351346,0.825358073,0.562935902,0.030159675,-0.232262496,0.15217083,,,,0,1,3,12.66666667
ReShard Lee,DAL,2004,111,125,4,8,29,0.27,2.51,0.00114646,20.1,,3,0.01,26,0.06,,17.6,13.3,4.3,127,1,1,4,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.775
Leonard Henry,MIA,2004,114,91,4,4,52,0.63,4.58,0.003559775,18.3,,6,0.01,46,0.12,,32.1,23.6,8.5,141,0,3,12,,241,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Josh Parry,PHI,2004,117,145,7,10,18,0.13,1.65,0.017823194,16.5,,18,0.03,0,0,,29.8,0,29.8,0,0,9,75,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.433333333
Michael Turner,LAC,2004,121,54,3,2,25,0.92,7.60,0.002281803,15.2,,5,0.01,20,0.04,,17.2,10.4,6.8,104,0,4,8,,154,22,18,979,5347,118.8222222,0.447326823,2.483175159,1.52739063,2.779237845,1.858849025,1.718713657,1.165656063,2.6478318,1.713909231,2.6478318,1.728720551,1.52739063,0.608279381,0.813794141,34.00565072,4.49,116.6253547,1,2,4,4.291666667
Larry Croom,ARI,2004,126,115,5,4,34,0.37,2.80,0.004996877,11.2,,5,0.01,29,0.06,,19.6,13.4,6.2,76,0,2,16,,329,22,20,405,2257,66.38235294,0.224932469,1.263537906,0.551969442,1.533311454,1.155702307,0.537903839,0.45410183,1.263537906,0.923299751,1.378404989,0.961588779,0.551969442,0.045114793,0.421902852,,,,0,0,0,0
Mike Karney,NO,2004,128,156,4,8,10,0.10,1.36,0.011023622,10.9,,7,0.01,3,0.01,,14.7,3.3,11.4,7,0,6,42,,156,23,,55,307,9.59375,0.009670164,0.134874471,0,0.39956427,0.21717979,-0.623990616,0,0.138235294,0.086281845,0.21503268,0.12720901,0,0,0.008571429,35.42548812,5.02,79.99242149,0,0,0,1.572727273
Eric McCoo,PHI,2004,133,44,2,1,14,1.19,8.90,0.003564639,8.9,,5,0.01,9,0.02,,11.4,4.2,7.2,54,0,2,15,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Adimchinobe Echemandu,CLE,2004,135,119,4,3,13,0.30,2.67,0.007817386,8,,4,0.01,8,0.02,,8.3,3.6,4.7,25,0,3,25,,208,23,22,260,1380,106.1538462,0.266812135,1.430051813,0.443504935,1.746512555,1.746512555,0.722957669,0.722957669,1.430051813,1.430051813,1.540055799,1.540055799,0.443504935,0.443504935,0.508658009,,,,0,0,0,0
Thomas Tapeh,PHI,2004,138,135,6,4,14,0.25,1.93,0.003564639,7.7,,2,0,12,0.03,,8.3,5.5,2.8,42,0,2,15,,162,24,22,425,2130,56.05263158,0.164131345,0.934878768,0.322077156,1.237385321,0.912342541,0.162193152,0.162193152,1.137614679,0.619193557,1.137614679,0.766775287,0.322077156,-0.048762236,0.287280425,32.32356012,4.8,92.30625482,0,0,0,0
Earnest Graham,TB,2004,140,164,8,7,14,0.18,1.04,0,7.3,,1,0,13,0.03,,8,6.7,1.3,73,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2.075
Chris Perry,CIN,2004,143,107,3,2,5,0.28,3.20,0.009375,6.4,,3,0.01,2,0,,5.9,1.6,4.3,1,0,3,33,,26,22,20,775,3763,83.62222222,0.438447216,2.148421053,1.045795775,2.534736842,1.588772596,1.459544673,0.983935718,2.148421053,1.382455965,2.148421053,1.402094208,1.045795775,-0.051054622,0.786302211,29.55296925,4.56,103.6140485,0,0,0,8.835714286
Ian Smart,TB,2004,145,138,6,3,4,0.21,1.87,0.002917153,5.6,,2,0,2,0.01,,3.3,1,2.3,26,0,2,10,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Joey Harris,CAR,2004,151,142,6,3,18,0.30,1.77,0,5.3,,3,0.01,15,0.04,,11.4,7.3,4.1,53,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Cedric Cobbs,NE,2004,153,143,4,3,22,0.26,1.67,0,5,,0,0,22,0.04,,12.7,12.7,0,50,0,0,0,,128,23,22,371,2010,59.11764706,0.221012101,1.696658098,0.791902736,1.838046272,1.396459034,0.822303622,0.822303622,1.696658098,0.923454944,1.838046272,1.409662685,0.791902736,0.011103477,0.442024202,29.42103635,4.75,87.61135964,0,0,0,0
Walter Williams,GB,2004,155,96,5,1,6,0.65,4.20,0,4.2,,0,0,6,0.01,,3.2,3.2,0,42,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2.9
Vick King,MIA,2004,159,157,7,2,6,0.14,1.35,0.002373183,2.7,,2,0,4,0.01,,4.3,1.8,2.5,9,0,1,8,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Doug Easlick,MIA,2004,168,169,9,2,2,0.03,0.70,0.001186592,1.4,,2,0,0,0,,2.8,0,2.8,0,0,1,4,,329,23,,60,370,13.21428571,0.027226412,0.212386551,-0.762728735,0.518194444,0.316498212,-0.654406031,0,0.231023102,0.143781135,0.279861111,0.186570941,-0.762728735,-0.856018904,0.010006129,,,,0,0,0,0
Lousaka Polite,DAL,2004,168,155,6,1,1,0.07,1.40,0.00114646,1.4,,1,0,0,0,,1.2,0,1.2,0,0,1,4,,329,22,,230,1071,24.90697674,0.085056769,0.539325843,0.143456343,0.788764045,0.46295626,-0.38383643,0,0.539325843,0.316600417,0.539325843,0.338227261,0.143456343,-0.057642238,0.139824037,32.45549302,4.68,102.5608686,0,0,0,2.090909091
Jason Wright,ATL,2004,170,171,7,2,4,0.09,0.50,0,1,,1,0,3,0.01,,2.9,1.5,1.4,10,0,0,0,,329,22,20,531,3139,92.32352941,0.391095027,1.787350055,0.684724777,2.061068702,2.035084977,0.985876533,0.959892808,1.787350055,1.746917348,1.787350055,1.746917348,0.684724777,-0.229166604,0.628741414,30.13158925,4.68,87.55196104,0,0,0,6.6
Dante Brown,PIT,2004,172,173,6,1,1,0.03,0.20,0,0.2,,0,0,1,0,,0.5,0.5,0,2,0,0,0,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Domanick Davis,HOU,2003,14,12,1,14,306,1.84,16.66,0.123809524,233.2,,68,0.16,238,0.57,,240.7,145,95.7,1031,8,47,351,,101,22,19,416,2032,58.05714286,0.201536921,1.223760092,0.281604328,1.373702422,0.951229083,0.357959772,0.357959772,1.223760092,0.830969019,1.223760092,0.845615483,0.281604328,-0.096540281,0.38247193,31.45431602,4.63,92.70125955,1,1,3,21.97333333
Onterrio Smith,MIN,2003,38,30,2,11,127,1.02,10.71,0.03117448,117.8,,20,0.04,107,0.22,,89.7,61.7,28,579,5,15,129,,105,22,20,418,2226,106,0.330159921,1.420745921,0.906922261,1.965151515,1.670417288,0.941596629,0.646862401,1.420745921,1.39821449,1.846969697,1.635233482,0.906922261,0.695186046,0.647139714,31.56642683,4.48,109.2296697,0,0,0,14.16363636
DeShaun Foster,CAR,2003,42,55,2,14,148,0.74,7.26,0.117198017,101.6,,35,0.08,113,0.22,,107.4,56.9,50.5,429,0,26,207,,34,,,,,,,,,,,,,,,,,,,,,,,0,0,1,13.275
Arlen Harris,LAR,2003,52,39,2,8,104,0.71,9.34,0.023854069,74.7,,19,0.03,85,0.21,,86.4,59.4,27,255,4,15,102,,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.35
LaBrandon Toefield,JAC,2003,62,87,3,15,71,0.36,4.35,0.064001092,65.3,,16,0.03,53,0.11,,64.1,37.5,25.8,212,2,14,105,,132,22,19,524,2297,74.09677419,0.193707266,0.952504531,0.414987093,1.533333333,1.122696411,0.517590683,0.272620818,1.357142857,0.9511829,1.357142857,1.063966252,0.414987093,0.121810488,0.377079336,32.49660918,4.6,104.076958,0,0,0,4.714285714
Justin Griffith,ATL,2003,70,90,3,15,72,0.35,4.13,0.117798773,62,,34,0.08,38,0.09,,71.1,19.5,51.6,168,0,21,122,,121,23,22,196,1204,46.30769231,0.152210782,0.78271028,0.142084395,1.107476636,1.020404984,0.091733985,0.091733985,0.78271028,0.504327403,0.85386576,0.630255677,0.142084395,-0.081525688,0.266313559,32.35713875,4.59,104.5363274,0,0,0,4.491666667
Quentin Griffin,DEN,2003,75,71,3,9,105,0.71,5.40,0.01957638,48.6,,11,0.02,94,0.17,,74.5,56.9,17.6,345,0,8,61,,108,22,19,793,4581,120.5526316,0.344245898,2.18071066,1.375982941,2.448730964,2.086306351,1.400575437,1.038150823,2.18071066,1.669380042,2.18071066,1.669380042,1.375982941,0.864652324,0.596056771,30.54104056,4.48,96.81720726,0,0,0,13.18
Lee Suggs,CLE,2003,82,28,2,4,60,1.26,10.73,0,42.9,,4,0.01,56,0.14,,43.9,34.4,9.5,289,2,2,0,,115,23,20,490,2658,106.32,0.324588379,1.596259626,0.159495105,1.734873487,1.662561908,0.562273012,0.489961433,1.596259626,1.593254978,1.596259626,1.593254978,0.159495105,0.156490456,0.549484391,26.65044548,4.44,103.9559819,0,0,0,13.02
Chris Brown,TEN,2003,83,95,3,11,65,0.42,3.84,0.015170356,42.2,,9,0.02,56,0.12,,41.6,28.3,13.3,221,1,8,61,,93,22,20,493,2787,121.173913,0.312755419,1.954352442,1.241010272,2.280077849,1.771617872,1.26394071,0.755480733,1.954352442,1.556123589,2.280077849,1.771617872,1.241010272,0.732550295,0.625510839,27.49786515,4.46,111.2021647,0,0,1,16.12727273
