Player,Team,Draft Year,Yr1 Pos Rk,Yr1 Pos PPG Rk,Yr1 Pos Tm Rk,Yr1 G,Yr1 Opps,Yr1 YTMA/G,Yr1 PPR PPG,Yr1 Rec Dom,Yr1 PPR Pts,Yr1 Snap%,Yr1 Tgts,Yr1 Tgt%,Yr1 Rush Att,Yr1 Tm Rush Att%,Yr1 Tm Opp%,Yr1 EP,Yr1 Rush EP,Yr1 Rec EP,Yr1 Yds,Yr1 Tds,Yr1 Recs,Yr1 Rec Yds,Yr1 YAC,Draft Pick,Draft Year Age,BOA 15%,Total College Touches,Total College Yds,College Yd/G,Total College Dom,College YTMA Dom,Best College YTMA Conf Adj,Best College Adj YTMA,Avg College Adj YTMA,Best College Adj YTMA Over Conf,Avg College Adj YTMA Over Conf,Best College YTMPA,Avg College YTMPA,Best College YTMA,Ave College YTMA,Best College YTMA +/- Conf Avg,Avg College YTMA +/- Conf Avg,College Rush Dom,BMI,Fourty-Time,WaSS,Number of Top 5 Pos Finishes,Number of Top 12 Pos Finishes,Number of Top 24 Pos Finishes,Yr 2 PPG
Jordan Scarlett,CAR,2019,151,146,5,2,4,0.07,0.45,0,0.9,0.05,0,0,4,0.08,0.03,1.5,1.5,0,9,0,0,0,0,154,23,20,354,1930,55.14285714,0.201446098,1.038528595,0.117125935,1.129186603,0.830357304,0.078093787,0.078093787,1.048349057,0.759538737,1.048349057,0.796864481,0.117125935,-0.13435864,0.395038793,29.00984854,4.47,104.1989249,0,0,0,0
Chandler Cox,MIA,2019,169,169,7,13,0,0.00,0.00,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,233,23,,29,189,8.217391304,0.044182767,0.121673004,-0.780961176,0.44486692,0.247260638,-0.601264708,0,0.121673004,0.071848303,0.22596415,0.129376957,-0.780961176,-0.877548369,0.049148139,,,,0,0,0,0.3625
Cullen Gillaspia,HOU,2019,169,169,5,5,0,0.00,0.00,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,220,24,,5,33,1.833333333,0.011903689,0.034663866,-0.961862301,0.045063025,0.045063025,-1.001068603,0,0.034663866,0.034663866,0.045063025,0.045063025,-0.961862301,-0.984393813,0.023807377,,,,0,0,0,0.4
Trayveon Williams,CIN,2019,169,169,3,4,0,0.00,0.00,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,182,21,18,666,4176,109.8947368,0.350550419,2.140756303,1.133830977,2.432773109,1.721254923,1.386641481,0.675123295,2.140756303,1.486793757,2.140756303,1.516300195,1.133830977,0.509374869,0.638774406,31.32190866,4.51,99.5843398,0,0,0,3.95
Saquon Barkley,NYG,2018,2,3,1,16,382,2.17,24.11,0.25055988,385.8,0.83,121,0.21,261,0.74,0.41,345.8,167,178.8,1307,11,91,721,768,2,21,18,773,5038,132.5789474,0.339071814,2.14785553,1.157344161,2.861173815,2.482717811,1.860662076,1.482206071,2.14785553,1.92496722,2.188487585,2.032340646,1.157344161,1.001197222,0.558039222,30.74036534,4.4,124.329793,1,2,2,18.77692308
Phillip Lindsay,DEN,2018,13,15,1,15,239,1.39,14.85,0.096314795,222.8,0.46,47,0.09,192,0.52,0.27,179,113.6,65.5,1037,9,35,241,298,329,24,21,882,4859,95.2745098,0.429941157,1.94494382,1.059429956,2.233707865,1.518977267,1.164927231,0.743691431,1.94494382,1.246364659,1.94494382,1.246364659,1.059429956,0.360850794,0.792446524,,,,0,0,2,12.35625
Nick Chubb,CLE,2018,17,25,1,16,221,1.31,12.16,0.071064226,194.5,0.36,29,0.05,192,0.47,0.23,154,112.7,41.4,996,8,20,149,181,35,22,18,781,5068,107.8297872,0.22063662,1.824375212,1.10892094,2.488020177,1.789079772,1.443810951,0.744870547,2.219419924,1.485328226,2.219419924,1.759040537,1.10892094,0.648541553,0.413840145,31.65978663,4.52,108.7682431,0,2,3,16.325
Nyheim Hines,IND,2018,28,40,2,16,166,0.70,10.06,0.118052419,160.9,0.44,81,0.13,85,0.21,0.16,169.6,49.8,120,314,2,63,425,349,104,21,20,347,2333,61.39473684,0.2160696,1.32045929,0.510828244,1.479123173,1.203519335,0.60499601,0.514485172,1.32045929,0.831484023,1.32045929,0.848795694,0.510828244,0.039164648,0.410886403,30.10552386,4.38,107.5966485,0,0,1,7.49375
Kerryon Johnson,DET,2018,33,19,1,10,157,1.41,14.14,0.089147648,141.4,0.51,39,0.11,118,0.5,0.26,120.8,64.5,55.9,641,3,32,213,267,43,21,19,574,2972,82.55555556,0.284535831,1.564659427,0.816930966,2.048864758,1.367896139,1.002262543,0.675477333,1.564659427,1.045594842,1.828891083,1.181810394,0.816930966,0.169850277,0.491770851,29.70720067,,,0,0,0,10.875
Sony Michel,NE,2018,34,35,2,13,220,1.17,10.85,0.011307101,141.1,0.36,11,0.02,209,0.53,0.26,151.6,136.6,15.1,931,6,7,50,50,31,23,20,654,4234,90.08510638,0.240303569,1.586141387,0.655832674,2.105527638,1.592166459,1.061318412,0.547957233,1.766331658,1.231078161,1.766331658,1.380799808,0.655832674,0.270300824,0.383846821,29.84667109,4.54,100.7442708,0,0,0,9.675
Royce Freeman,DEN,2018,45,60,2,14,150,0.69,7.38,0.019438445,103.3,0.33,20,0.04,130,0.38,0.18,106.4,77.9,28.4,521,5,14,72,59,71,22,18,1026,6435,126.1764706,0.260337604,2.008445991,1.397731976,2.604938272,1.945533104,1.527491733,0.868086565,2.24691358,1.66209362,2.24691358,1.733146846,1.397731976,0.883965242,0.4630095,31.93872748,4.54,107.8057851,0,0,0,8.8875
Ito Smith,ATL,2018,49,58,2,13,122,0.59,7.52,0.030713275,97.7,0.36,32,0.06,90,0.32,0.16,97.8,52.3,45.6,315,4,27,152,160,126,22,18,960,5984,117.3333333,0.371681075,1.99010989,0.929049988,2.425274725,1.969550499,1.487834705,1.391851726,1.99010989,1.574716366,1.99010989,1.591215881,0.929049988,0.530155978,0.646389621,,,,0,0,0,5.185714286
Gus Edwards,BAL,2018,56,50,3,11,139,0.95,8.16,0.005157298,89.8,0.36,2,0.01,137,0.34,0.19,73.9,70.9,3,718,2,2,20,17,329,23,22,297,1455,45.46875,0.23047161,1.175792507,0.144649084,1.324207493,0.777511813,0.323695753,0.323695753,1.175792507,0.650476463,1.175792507,0.728040151,0.144649084,-0.134852718,0.35698305,,,,0,0,0,5.9125
Jaylen Samuels,PIT,2018,57,51,2,11,85,0.64,8.14,0.082594059,89.5,0.3,29,0.06,56,0.23,0.12,75.5,30.7,44.9,256,0,26,199,215,165,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.625
Josh Adams,PHI,2018,60,69,5,13,133,0.70,6.45,0.011553785,83.9,0.29,13,0.03,120,0.38,0.17,89.3,72,17.4,511,3,7,58,65,329,21,19,514,3495,94.45945946,0.19437602,1.720224719,0.439398803,1.833707865,1.51661854,0.850265603,0.533176277,1.720224719,1.371706966,1.720224719,1.399854219,0.439398803,0.119028303,0.352822748,27.34733356,,,0,0,0,0.6
Rashaad Penny,SEA,2018,67,80,3,13,97,0.63,5.42,0.021808665,70.4,0.21,12,0.04,85,0.2,0.13,58.6,41.7,16.9,419,2,9,75,73,27,22,20,528,4113,80.64705882,0.424347217,3.156291391,1.943671137,3.335099338,1.898035646,2.299765511,1.472812173,3.156291391,1.708212997,3.156291391,1.708212997,1.943671137,0.068539494,0.736615107,30.68349365,4.46,111.2021647,0,0,0,7.73
Jordan Wilkins,IND,2018,70,83,3,13,77,0.49,4.93,0.018482279,64.1,0.21,17,0.03,60,0.17,0.09,60.3,31.3,29.2,336,1,16,85,105,169,24,23,305,1992,52.42105263,0.303420065,1.592875318,0.580915202,1.899491094,0.908744455,0.852888879,0.852888879,1.592875318,0.806539196,1.592875318,0.818136653,0.580915202,-0.193823464,0.558406991,28.49750606,,,0,0,0,4.153846154
Chase Edmonds,ARI,2018,71,86,2,16,83,0.37,3.94,0.035714286,63.1,0.21,23,0.05,60,0.17,0.1,65.1,32.2,32.7,208,2,20,103,121,134,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8.28
Justin Jackson,LAC,2018,74,57,3,8,69,0.75,7.64,0.031278962,61.1,0.3,19,0.08,50,0.25,0.16,53.2,26,27.2,206,2,15,135,152,251,23,19,1264,6298,123.4901961,0.338447084,1.767126205,0.676340098,2.071805702,1.929157139,0.941907127,0.799258563,1.840549102,1.698243232,1.840549102,1.70144494,0.676340098,0.537235936,0.637012243,26.25464679,4.52,95.35189594,0,0,0,4.457142857
Trenton Cannon,NYJ,2018,79,90,4,13,63,0.34,3.75,0.045283019,48.7,0.23,25,0.06,38,0.11,0.08,54.1,19.2,35,113,1,17,144,118,204,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Jeff Wilson,SF,2018,80,52,2,6,81,1.02,8.07,0.02310231,48.4,0.5,15,0.08,66,0.47,0.24,54.7,33.3,21.3,266,0,12,98,97,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5.8625
Kalen Ballage,MIA,2018,85,93,4,12,47,0.40,3.31,0.016923542,39.7,0.14,11,0.03,36,0.14,0.08,32.7,16.9,15.9,191,1,9,56,76,131,22,20,514,2544,55.30434783,0.200837181,0.961937783,0.281340702,1.661781285,0.878204267,0.593000651,0.593000651,1.133032694,0.669646811,1.166854566,0.73079933,0.281340702,-0.154714534,0.341516353,30.08070084,4.46,115.2458798,0,0,0,4.316666667
Ronald Jones,TB,2018,94,103,3,8,32,0.15,2.59,0.006159015,20.7,0.16,9,0.03,23,0.12,0.07,25.5,13.5,12,44,1,7,33,42,38,21,18,616,3882,97.05,0.332816913,1.733532934,0.981367757,2.067864271,1.472312386,0.999083638,0.622934018,1.733532934,1.333860788,1.866881621,1.378310351,0.981367757,0.492796487,0.62694026,28.59143726,4.65,87.69443718,0,0,1,10.64375
Dontrell Hilliard,CLE,2018,99,112,3,11,11,0.18,1.59,0.024911032,17.5,0.08,10,0.03,0,0,0.02,12.2,0,14.2,0,0,9,105,90,329,23,19,628,3688,78.46808511,0.284425121,1.556129032,0.607576718,1.704516129,1.464035136,0.663555003,0.42307401,1.556129032,1.196396568,1.556129032,1.223208608,0.607576718,0.376530228,0.470680976,,,,0,0,0,2.721428571
Darrel Williams,KC,2018,101,94,5,5,16,0.23,3.22,0.014730929,16.1,0.11,3,0.02,13,0.11,0.05,11,6,5.1,44,0,3,27,34,329,23,22,344,1982,45.04545455,0.199829506,1.388419783,0.376459666,1.787696019,0.763128444,0.741093804,0.741093804,1.388419783,0.611790144,1.388419783,0.663309385,0.376459666,-0.348650731,0.337088123,29.68490215,4.72,90.66601321,0,0,0,6.345454545
Keith Ford,BUF,2018,107,67,2,2,26,0.83,6.50,0.007181943,13,0.55,5,0.08,21,0.38,0.22,16.7,9.6,7.1,79,0,3,21,22,329,24,23,366,1914,56.29411765,0.195832113,0.749789638,0.143218492,1.192139738,0.956855427,0.145537523,0.145537523,0.821467689,0.693455101,0.943777293,0.81445219,0.143218492,-0.127040821,0.378804458,,,,0,0,0,0
Mark Walton,CIN,2018,108,117,3,9,22,0.15,1.39,0.011487812,12.5,0.16,8,0.03,14,0.07,0.04,18.2,7,11.1,34,0,5,41,48,112,21,18,451,2630,84.83870968,0.206037711,1.126530055,0.844438151,1.910287081,1.566708961,0.929019156,0.585441035,1.623205742,1.044633744,1.637621359,1.380556074,0.858853769,0.601788483,0.378765796,28.98371918,4.6,90.22980907,0,0,0,6.285714286
John Kelly,LAR,2018,109,97,4,4,30,0.39,3.03,0.0056938,12.1,0.18,3,0.02,27,0.24,0.12,17.6,13.1,4.5,74,0,2,27,27,176,21,20,324,1707,77.59090909,0.333265872,1.497913769,0.538761352,2.087748135,1.47474528,1.043538909,1.043538909,1.497913769,1.113540218,1.649260336,1.25550138,0.538761352,0.145002396,0.594794699,30.9924918,,,0,0,0,0.9
Ray-Ray McCloud,BUF,2018,115,131,5,10,8,0.07,0.90,0.012311902,9,0.18,6,0.02,2,0.01,0.01,9.5,1,8.5,4,0,5,36,28,187,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Detrez Newsome,LAC,2018,116,99,4,3,13,0.40,2.93,0.004402224,8.8,0.15,2,0.02,11,0.14,0.07,9.4,5.8,3.5,49,0,2,19,19,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Roc Thomas,MIN,2018,121,115,3,5,12,0.17,1.42,0.004865616,7.1,0.08,4,0.02,8,0.07,0.04,12.2,5.8,6.4,30,0,2,21,12,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Mike Boone,MIN,2018,122,126,5,6,14,0.13,1.13,0.000231696,6.8,0.09,3,0.01,11,0.09,0.04,9.4,5.5,3.9,47,0,2,1,5,329,23,19,479,2784,71.38461538,0.199989144,0.81406095,0.496389712,1.449488753,1.204175797,0.467165614,0.221852658,0.816968541,0.781987259,1.042126789,1.006137258,0.496389712,0.171526676,0.370439397,,,,0,0,0,6.25
Shaun Wilson,TB,2018,125,122,4,5,11,0.11,1.28,0.000933184,6.4,0.07,5,0.03,6,0.05,0.04,10.1,2.8,7.3,29,0,3,5,5,329,22,21,556,3188,65.06122449,0.246252876,1.094129555,0.319410547,1.360323887,1.056449046,0.379055961,0.134435867,1.094129555,0.832263229,1.098178138,0.861701359,0.319410547,0.082933769,0.320101282,,,,0,0,0,0
De'Lance Turner,BAL,2018,133,107,6,2,3,0.15,2.05,0.004383703,4.1,0.06,2,0.02,1,0.02,0.02,3.3,0.5,2.9,4,0,2,17,14,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.6
David Williams,JAC,2018,136,131,6,4,8,0.14,0.90,0,3.6,0.09,0,0,8,0.08,0.04,3.8,3.8,0,36,0,0,0,0,226,24,23,332,1813,44.2195122,0.208767329,1.041561713,0.029601596,1.256926952,0.769965241,0.210324737,0.210324737,1.041561713,0.552859701,1.041561713,0.642694893,0.029601596,-0.443169374,0.327293503,,,,0,0,0,0
Boston Scott,PHI,2018,167,167,6,1,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,23,22,318,2143,59.52777778,0.235114629,1.364444444,0.303384542,1.565555556,0.939755095,0.628115535,0.628115535,1.364444444,0.783110063,1.364444444,0.82857964,0.303384542,-0.232480263,0.410620629,,,,0,0,0,10.98888889
Garrett Dickerson,NYG,2018,167,167,6,3,0,0.00,0.00,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Gregory Howell,HOU,2018,167,167,5,3,0,0.00,0.00,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.142857143
Jason Cabinda,LV,2018,167,167,6,10,0,0.00,0.00,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Keenan Reynolds,SEA,2018,167,167,7,2,0,0.00,0.00,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,182,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Alvin Kamara,NO,2017,3,4,1,16,221,1.63,20.15,0.299457777,322.4,0.45,101,0.19,120,0.27,0.23,215,73.6,141.5,728,8,81,826,683,67,22,20,284,1977,82.375,0.202199055,1.143518519,0.655111776,1.887626263,1.640222272,0.841696171,0.59429218,1.143518519,1.109844134,1.351430976,1.226858034,0.655111776,0.530538834,0.277400388,30.70552428,4.56,98.98842137,3,4,4,23.61333333
Kareem Hunt,KC,2017,4,5,1,16,335,1.88,18.58,0.163926256,297.2,0.65,63,0.12,272,0.67,0.36,241.1,148.8,92.5,1327,8,53,455,411,86,22,19,823,5348,121.5454545,0.321396514,2.039087948,1.394482162,2.476655809,1.802730567,1.487800896,0.813875654,2.039087948,1.484949839,2.229547844,1.693338602,1.394482162,0.858272919,0.583901537,30.9924918,4.62,94.82347013,1,3,3,20.92727273
Christian McCaffrey,CAR,2017,9,15,1,16,230,1.10,14.41,0.351671309,230.6,0.7,113,0.23,117,0.24,0.23,234.8,60.7,174.2,435,2,80,651,593,8,21,19,731,5128,138.5945946,0.411763603,2.70758548,1.98425441,3.652317881,2.695931551,2.556768666,2.429951135,2.940397351,2.02422962,2.983443709,2.206829071,1.98425441,1.207639773,0.655665575,28.17302598,4.48,100.2926967,2,3,3,24.25
Leonard Fournette,JAC,2017,10,8,1,13,316,1.57,17.71,0.105079707,230.2,0.62,48,0.11,268,0.65,0.38,220.2,153.9,66.6,1040,9,36,302,303,4,22,19,657,4356,136.125,0.269117292,2.140033487,2.073099778,3.239789196,2.47139005,2.191633178,1.423234031,2.906455863,1.868974706,2.906455863,2.19602497,2.073099778,1.362668886,0.473787281,31.66389562,4.51,116.0205901,0,2,2,15.05
Tarik Cohen,CHI,2017,27,37,2,16,160,0.83,9.65,0.160642063,154.35,0.36,71,0.15,87,0.21,0.18,151.6,45.8,103.9,370,2,53,353,306,119,,,,,,,,,,,,,,,,,,,,,,,0,1,1,14.996875
Joe Mixon,CIN,2017,32,31,1,14,212,1.18,10.38,0.08476078,145.3,0.45,34,0.08,178,0.52,0.28,148.9,102.6,46.2,626,4,30,287,313,48,21,19,365,2921,116.84,0.251288022,1.933831377,1.157447002,2.717004625,2.091002312,1.765529255,1.139526943,1.933831377,1.521415688,2.125044468,1.617022234,1.157447002,0.649424768,0.37936636,,,,0,1,2,17.38571429
Jamaal Williams,GB,2017,33,39,2,15,187,0.92,9.52,0.119418005,142.8,0.45,34,0.07,153,0.42,0.21,144.6,95.9,49,556,4,25,262,256,134,22,18,585,3331,111.0333333,0.26284179,1.595394737,1.056143889,2.188048246,1.476544719,1.209383,0.818202479,1.595394737,1.132332578,2.074013158,1.399038553,1.056143889,0.381169284,0.510137525,27.96977447,4.59,95.52457507,0,0,0,7.15
Samaje Perine,WAS,2017,42,47,3,13,199,1.04,8.65,0.063104506,112.5,0.43,24,0.06,175,0.5,0.26,127.7,94.2,33.6,603,1,22,182,206,114,21,18,725,4443,123.4166667,0.244304033,1.616194139,1.0203938,2.105895197,1.811225471,1.154419827,0.859750102,1.987991266,1.562796093,1.987991266,1.687235794,1.0203938,0.719638328,0.466179775,32.49660918,4.65,99.67221397,0,0,0,1.675
Austin Ekeler,LAC,2017,43,54,2,14,82,0.61,7.92,0.114998113,110.9,0.21,35,0.07,47,0.13,0.1,79.8,25.2,54.5,260,2,27,279,246,329,,,,,,,,,,,,,,,,,,,,,,,1,1,1,11.77142857
Wayne Gallman,NYG,2017,45,51,2,13,159,0.82,8.22,0.077445652,106.9,0.36,48,0.1,111,0.32,0.19,128.7,60.3,67.7,476,0,34,193,201,140,22,19,741,3902,92.9047619,0.280212503,1.310300155,0.622834392,1.842894638,1.379809828,0.957502912,0.494418102,1.522309711,1.190597789,1.631046119,1.226843259,0.622834392,0.218631531,0.545252316,28.36557316,4.6,96.03667797,0,0,0,3.1
Matt Breida,SF,2017,46,66,2,16,141,0.80,6.47,0.075836285,103.5,0.28,36,0.06,105,0.26,0.14,105.9,54.1,51.9,465,2,21,180,160,329,22,19,550,3837,103.7027027,0.167746177,1.45482095,0.776873115,2.008739076,1.557102968,1.037001591,0.978014936,2.137837838,1.639460325,2.008739076,1.520691557,0.776873115,0.288825596,0.280921149,,,,0,0,0,11.75
Marlon Mack,IND,2017,47,57,2,14,126,0.71,7.38,0.107289926,103.3,0.34,33,0.08,93,0.24,0.16,102.5,55.2,47.2,358,3,21,225,283,143,21,18,651,4107,114.0833333,0.296566909,1.627326056,0.867132776,1.975635192,1.937781298,0.993312053,0.955458159,1.69738339,1.637830631,1.838832006,1.728237634,0.867132776,0.632365124,0.556895686,29.70720067,4.5,103.8866027,0,0,2,15.175
Corey Clement,PHI,2017,51,72,4,15,89,0.40,6.16,0.056806617,92.4,0.24,15,0.03,74,0.16,0.09,70,46.4,23.5,321,4,10,123,128,329,22,19,602,3343,85.71794872,0.259449879,1.615219721,0.683183847,1.8918295,1.394557671,0.761930924,0.465359719,1.615219721,0.912815892,1.739467392,1.183587657,0.683183847,0.19078119,0.492573471,31.56642683,4.68,91.72110204,0,0,0,7.372727273
Elijah McGuire,NYJ,2017,61,81,3,15,114,0.56,5.35,0.07767969,80.2,0.27,26,0.06,88,0.21,0.13,88.9,48.1,40.7,315,1,17,177,142,188,23,19,840,5695,111.6666667,0.314527612,1.723724105,0.690442585,2.44173141,2.075049884,1.469993924,1.103312399,1.922308546,1.665388968,1.922308546,1.665388968,0.690442585,0.433523007,0.473640792,30.70552428,4.53,101.6367948,0,0,0,11.2375
Aaron Jones,GB,2017,62,53,3,10,99,0.79,8.00,0.006668687,80,0.38,18,0.05,81,0.33,0.17,66.1,41.6,24.3,448,4,9,22,30,182,22,18,725,4746,135.6,0.514542886,3.090909091,2.028495167,3.449922958,2.431434649,2.524286667,1.505798357,3.090909091,1.624004909,3.095531587,2.304400682,2.028495167,1.237364262,0.904798762,30.71595179,4.56,96.21304507,2,2,3,14.45
Dalvin Cook,MIN,2017,71,9,1,4,90,1.72,16.85,0.02284264,67.4,0.65,16,0.12,74,0.68,0.38,66.5,43.3,23.3,354,2,11,90,104,41,22,19,766,5399,142.0789474,0.386950599,2.492256637,1.517390682,3.032079646,2.495850654,2.14668792,1.610458928,2.492256637,2.03502114,2.52560241,2.132638676,1.517390682,1.124426948,0.6977847,30.13158925,4.49,103.3389219,1,2,2,14.18181818
D'Onta Foreman,HOU,2017,73,73,3,10,86,0.66,5.90,0.021060645,59,0.21,8,0.02,78,0.26,0.14,51.3,41,10.5,327,2,6,83,66,89,21,20,431,2774,102.7407407,0.353679907,2.206746464,1.439762312,2.407359778,1.734206205,1.455884409,0.782730835,2.206746464,1.05841315,2.407359778,1.217008136,1.439762312,0.24941067,0.707359813,30.74036534,,,0,0,0,10.7
Chris Carson,SEA,2017,85,34,1,4,57,1.11,9.93,0.029533729,39.7,0.56,8,0.06,49,0.45,0.23,36.9,25.1,11.7,208,0,7,59,46,249,22,,243,1374,65.42857143,0.148368618,0.729299363,0.12263608,1.249705119,1.106896519,0.29822975,0.15542115,0.729299363,0.721347501,1.090233546,0.935476759,0.12263608,-0.032120707,0.280889681,28.76137186,4.58,99.08880189,0,1,3,14.67142857
Tion Green,DET,2017,91,68,2,5,44,0.61,6.38,0.003129191,31.9,0.28,2,0.01,42,0.39,0.16,28.3,25.8,2.5,165,2,2,14,14,329,23,21,471,2270,58.20512821,0.216495525,1.116564417,-0.131390846,1.321472393,0.906635585,0.339149254,0.339149254,1.116564417,0.617624973,1.116564417,0.746169776,-0.131390846,-0.273661357,0.423301209,,,,0,0,0,0
Patrick Ricard,BAL,2017,105,128,6,16,4,0.01,1.08,0.053709428,17.2,0.16,4,0.01,0,0,0,9.5,0,9.5,0,0,4,12,10,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
James Conner,PIT,2017,113,125,3,13,33,0.17,1.11,0,14.4,0.07,1,0,32,0.09,0.04,16.6,15.2,1.4,144,0,0,0,0,105,22,18,689,4035,103.4615385,0.303611333,1.831593407,1.042202749,2.070818071,1.660662878,1.087272439,1.03241896,1.961111111,1.176173799,1.961111111,1.450520593,1.042202749,0.531612231,0.545311296,30.74036534,4.65,99.67221397,0,1,1,21.84615385
De'Angelo Henderson,DEN,2017,117,92,4,3,9,0.26,4.30,0.039864726,12.9,0.1,2,0.02,7,0.09,0.05,6.3,3.7,2.6,13,0,2,36,35,203,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.9
Trey Edmunds,NO,2017,122,107,3,4,9,0.20,2.70,0,10.8,0.05,0,0,9,0.07,0.03,4.5,4.5,0,48,1,0,0,0,329,22,18,256,1173,43.44444444,0.165293381,0.555959591,0.086870907,1.193605518,0.730265578,0.193093779,0.193093779,0.928411633,0.439082199,1.005779269,0.583274845,0.086870907,-0.28856477,0.284635389,,,,0,0,0,0
Brian Hill,CIN,2017,127,109,4,4,13,0.33,2.33,0.010632014,9.3,0.07,2,0.01,11,0.11,0.05,8,5.3,2.7,37,0,2,36,32,156,21,18,808,4623,124.9459459,0.341300539,2.074328966,1.001374863,2.435732648,1.977962996,1.35275124,0.894981588,2.266066838,1.792890077,2.266066838,1.830163177,1.001374863,0.565471202,0.708891695,28.89330476,4.54,103.0981089,0,0,0,2.933333333
Matt Dayes,CLE,2017,131,141,3,13,10,0.05,0.63,0.008766626,8.2,0.05,5,0.01,5,0.02,0.01,8.9,2.5,6.4,13,0,4,29,22,252,23,19,648,3793,84.28888889,0.280935931,1.573932092,0.851749641,2.168460265,1.539889866,1.283068539,0.931943845,1.573932092,1.054753259,1.859961369,1.244071935,0.851749641,0.235860208,0.521865956,30.27293326,4.47,102.6960558,0,0,0,0
De'Veon Smith,MIA,2017,138,77,2,1,3,0.52,5.70,0.006837174,5.7,0.08,3,0.07,0,0,0.05,4,0,4,0,0,3,27,0,329,22,19,488,2277,61.54054054,0.166919213,1.015833611,0.34630243,1.31996587,1.004203315,0.319454131,0.319454131,1.037542662,0.910062246,1.124004551,0.938882875,0.34630243,0.161180754,0.341749324,31.10190492,,,0,0,0,0
Devante Mays,GB,2017,146,118,4,2,7,0.01,1.55,0,3.1,0.1,3,0.05,4,0.08,0.06,5.4,1.9,3.5,1,0,3,0,5,238,23,21,202,1225,68.05555556,0.149694886,0.734880229,-0.12955684,1.135135135,1.135135135,0.052153728,0.052153728,1.135135135,0.734880229,1.135135135,0.969117955,-0.12955684,-0.29557402,0.299389772,,,,0,0,0,0
LeShun Daniels Jr.,WAS,2017,152,140,6,2,3,0.12,0.70,0,1.4,0.14,0,0,3,0.07,0.03,1.7,1.7,0,14,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Justin Davis,LAR,2017,156,155,4,2,1,0.01,0.05,0,0.1,0.04,0,0,1,0.02,0.01,0.5,0.5,0,1,0,0,0,0,329,21,18,453,2497,69.36111111,0.138921497,0.954466449,0.085325977,1.443415224,1.14365263,0.371599896,0.225745163,1.142408377,0.88201912,1.230285944,0.987964095,0.085325977,-0.156995872,0.257536821,27.44204287,,,0,0,0,0.633333333
Alex Armah,CAR,2017,164,163,5,6,0,0.00,0.00,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,192,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.9375
Dare Ogunbowale,WAS,2017,164,163,7,1,0,0.00,0.00,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,329,23,21,345,1832,48.21052632,0.1836774,1.031128535,0.240700214,1.643851508,1.316030792,0.513952933,0.513952933,1.296983759,1.031128535,1.296983759,1.031128535,0.240700214,-0.368864522,0.285713281,29.70720067,4.65,91.11665912,0,0,0,0
Jarveon Williams,CIN,2017,164,163,5,1,0,0.00,0.00,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Marquez Williams,CLE,2017,164,163,5,1,1,0.00,0.00,0,0,0.15,1,0.03,0,0,0.02,3.3,0,3.3,0,0,0,0,0,240,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Shane Smith,NYG,2017,164,163,5,9,0,0.00,0.00,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,329,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Taquan Mizzell,CHI,2017,164,163,5,2,0,0.00,0.00,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,329,23,21,655,3628,78.86956522,0.347500456,1.665757137,0.814508409,2.635794743,1.573510104,1.652249112,1.373590742,1.733416771,1.08109223,1.733416771,1.099104653,0.814508409,0.180196291,0.58118839,,,,0,0,0,2.6
